62466 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
62467 ,Fårö ,Gotland ,05 ,57.9167 ,19.1333 ,4
74950 ,Ekolsund ,Uppsala ,21 ,59.6167 ,17.3667 ,4
73494 ,Strömsholm ,Västmanland ,25 ,59.5333 ,16.25 ,4
13220 ,Saltsjö-boo ,Stockholm ,26 ,59.3173 ,18.255 ,4
19040 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19045 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19046 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19047 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19050 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19060 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,4
19090 ,Stockholm-Arlanda ,Stockholm ,26 ,59.6352 ,17.9125 ,
19587 ,Stockholm ,Stockholm ,26 ,59.3326 ,18.0649 ,4
21845 ,Vintrie ,Skåne ,27 ,55.55 ,12.9667 ,4
23040 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,4
23041 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,4
23053 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,4
23302 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23361 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23362 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23363 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23364 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23365 ,Bara ,Skåne ,27 ,55.5833 ,13.2 ,
23375 ,Klagerup ,Skåne ,27 ,55.5833 ,13.2 ,
23376 ,Klågerup ,Skåne ,27 ,55.6 ,13.25 ,
23456 ,Alnarp ,Skåne ,27 ,55.6583 ,13.0833 ,
26172 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26173 ,Häljarp ,Skåne ,27 ,55.85 ,12.9167 ,4
26620 ,Munka-ljungby ,Skåne ,27 ,56.25 ,12.9667 ,4
42720 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
42724 ,Billdal ,Västra Götaland ,28 ,57.5667 ,11.9333 ,4
18600 ,Vallentuna ,Stockholm ,AB ,Vallentuna ,0115 ,59.5344 ,18.0776 ,4
42735 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42736 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42737 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42738 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42739 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42740 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42741 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
42742 ,Billdal ,Västra Götaland ,O ,Göteborg ,1480 ,57.5667 ,11.9333 ,4
43080 ,Asperö ,Västra Götaland ,O ,Göteborg ,1480 ,57.6479 ,11.7937 ,4
43081 ,Köpstadsö ,Västra Götaland ,O ,Göteborg ,1480 ,57.6275 ,11.8067 ,4
43082 ,Donsö ,Västra Götaland ,O ,Göteborg ,1480 ,57.6 ,11.7992 ,4
43083 ,Vrångö ,Västra Götaland ,O ,Göteborg ,1480 ,57.5728 ,11.7836 ,4
43084 ,Styrsö ,Västra Götaland ,O ,Göteborg ,1480 ,57.6164 ,11.7856 ,4
43085 ,Brännö ,Västra Götaland ,O ,Göteborg ,1480 ,57.6453 ,11.7817 ,4
43600 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43601 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43602 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43621 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43622 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43623 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43626 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43632 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43633 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43634 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43635 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43636 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43637 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43638 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43639 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43640 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43642 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43643 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43644 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43645 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43650 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43651 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43652 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43653 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,
43654 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43655 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43656 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43657 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,
43658 ,Hovås ,Västra Götaland ,O ,Göteborg ,1480 ,57.6114 ,11.9392 ,4
43682 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43683 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
43684 ,Askim ,Västra Götaland ,O ,Göteborg ,1480 ,57.6158 ,11.9456 ,4
44534 ,Bohus ,Västra Götaland ,O ,Göteborg ,1480 ,57.85 ,12.0167 ,4
44970 ,Nödinge ,Västra Götaland ,O ,Göteborg ,1480 ,57.8833 ,12.0667 ,4
42751 ,Billdal ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,11.9333 ,4
42821 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42822 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42830 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42831 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42832 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42833 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42834 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42835 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42836 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42837 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
42881 ,Kållered ,Västra Götaland ,O ,Mölndal ,1481 ,57.6099 ,12.0511 ,4
43100 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43101 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43102 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43104 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43110 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43119 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,
43121 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43122 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43123 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43124 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43125 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43126 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43130 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43131 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43132 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43133 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43134 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43135 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43136 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43137 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43138 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43139 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43140 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43141 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43142 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43143 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43144 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43145 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,
43146 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43147 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43148 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43149 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43150 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43151 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43153 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43159 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43160 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43161 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43162 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43163 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43164 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43166 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43167 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43168 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43169 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43180 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43181 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43182 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43183 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43184 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43186 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43187 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43190 ,Mölndal ,Västra Götaland ,O ,Mölndal ,1481 ,57.6554 ,12.0138 ,4
43539 ,Mölnlycke ,Västra Götaland ,O ,Mölndal ,1481 ,57.6589 ,12.1179 ,4
43542 ,Mölnlycke ,Västra Götaland ,O ,Mölndal ,1481 ,57.6589 ,12.1179 ,4
43543 ,Pixbo ,Västra Götaland ,O ,Mölndal ,1481 ,57.65 ,12.0833 ,4
43700 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43721 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43722 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43730 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43731 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43732 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43733 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43734 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43735 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43736 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43738 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,
43740 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43741 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43742 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43791 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43792 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43793 ,Lindome ,Västra Götaland ,O ,Mölndal ,1481 ,57.5667 ,12.0833 ,4
43893 ,Landvetter ,Västra Götaland ,O ,Mölndal ,1481 ,57.6866 ,12.2117 ,4
44030 ,Marstrand ,Västra Götaland ,O ,Kungälv ,1482 ,57.887 ,11.5822 ,4
44200 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44202 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44206 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44210 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44211 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44212 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44215 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44216 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44217 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44218 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44219 ,Marstrand ,Västra Götaland ,O ,Kungälv ,1482 ,57.887 ,11.5822 ,
44230 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44231 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44232 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44233 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44234 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44235 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44236 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44237 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44238 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44239 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44240 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44241 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44242 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44243 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44246 ,Kareby ,Västra Götaland ,O ,Kungälv ,1482 ,57.9167 ,11.9 ,
44247 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,
44248 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,
44249 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44250 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44251 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44252 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44253 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44254 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44255 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,
44260 ,Kode ,Västra Götaland ,O ,Kungälv ,1482 ,57.9333 ,11.85 ,4
44265 ,Marstrand ,Västra Götaland ,O ,Kungälv ,1482 ,57.887 ,11.5822 ,
44266 ,Marstrand ,Västra Götaland ,O ,Kungälv ,1482 ,57.887 ,11.5822 ,
44267 ,Marstrand ,Västra Götaland ,O ,Kungälv ,1482 ,57.887 ,11.5822 ,
44270 ,Kärna ,Västra Götaland ,O ,Kungälv ,1482 ,57.85 ,11.7833 ,4
44271 ,Kärna ,Västra Götaland ,O ,Kungälv ,1482 ,57.85 ,11.7833 ,4
44272 ,Kärna ,Västra Götaland ,O ,Kungälv ,1482 ,57.85 ,11.7833 ,4
44273 ,Kärna ,Västra Götaland ,O ,Kungälv ,1482 ,57.85 ,11.7833 ,4
44274 ,Harestad ,Västra Götaland ,O ,Kungälv ,1482 ,57.8167 ,11.8333 ,4
44275 ,Lycke ,Västra Götaland ,O ,Kungälv ,1482 ,57.875 ,11.7167 ,4
44277 ,Romelanda ,Västra Götaland ,O ,Kungälv ,1482 ,57.9167 ,12.0167 ,4
44280 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44281 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44282 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44283 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44284 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,
44290 ,Kungälv ,Västra Götaland ,O ,Kungälv ,1482 ,57.871 ,11.9805 ,4
44291 ,Romelanda ,Västra Götaland ,O ,Kungälv ,1482 ,57.9167 ,12.0167 ,4
44292 ,Romelanda ,Västra Götaland ,O ,Kungälv ,1482 ,57.9167 ,12.0167 ,4
44293 ,Kareby ,Västra Götaland ,O ,Kungälv ,1482 ,57.9167 ,11.9 ,4
44294 ,Ytterby ,Västra Götaland ,O ,Kungälv ,1482 ,57.8667 ,11.9167 ,4
44295 ,Hålta ,Västra Götaland ,O ,Kungälv ,1482 ,57.8833 ,11.8167 ,4
44296 ,Kode ,Västra Götaland ,O ,Kungälv ,1482 ,57.9333 ,11.85 ,4
44297 ,Kode ,Västra Götaland ,O ,Kungälv ,1482 ,57.9333 ,11.85 ,4
44298 ,Kode ,Västra Götaland ,O ,Kungälv ,1482 ,57.9333 ,11.85 ,4
45033 ,Grundsund ,Västra Götaland ,O ,Lysekil ,1484 ,58.2167 ,11.4167 ,4
45034 ,Fiskebäckskil ,Västra Götaland ,O ,Lysekil ,1484 ,58.25 ,11.4667 ,4
45052 ,Dingle ,Västra Götaland ,O ,Lysekil ,1484 ,58.5333 ,11.5667 ,4
45178 ,Fiskebäckskil ,Västra Götaland ,O ,Lysekil ,1484 ,58.25 ,11.4667 ,
45179 ,Grundsund ,Västra Götaland ,O ,Lysekil ,1484 ,58.2167 ,11.4167 ,
45300 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45301 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45318 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45321 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45322 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45323 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45324 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45325 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45329 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45330 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45331 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45332 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45333 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45334 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45335 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45336 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45337 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45338 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45340 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45341 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45350 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45380 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45381 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45391 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45392 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45393 ,Lysekil ,Västra Götaland ,O ,Lysekil ,1484 ,58.2743 ,11.4358 ,4
45421 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45430 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45431 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45432 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45480 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45491 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45492 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45493 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45494 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45495 ,Brastad ,Västra Götaland ,O ,Lysekil ,1484 ,58.3833 ,11.4833 ,4
45561 ,Dingle ,Västra Götaland ,O ,Lysekil ,1484 ,58.5333 ,11.5667 ,
45583 ,Dingle ,Västra Götaland ,O ,Lysekil ,1484 ,58.5333 ,11.5667 ,
45597 ,Dingle ,Västra Götaland ,O ,Lysekil ,1484 ,58.5333 ,11.5667 ,
45598 ,Dingle ,Västra Götaland ,O ,Lysekil ,1484 ,58.5333 ,11.5667 ,
47491 ,Ellös ,Västra Götaland ,O ,Lysekil ,1484 ,58.1833 ,11.4667 ,4
44497 ,Svenshögen ,Västra Götaland ,O ,Uddevalla ,1485 ,58.15 ,11.9333 ,4
45101 ,Uddevalla ,Västra Götaland ,O ,Uddevalla ,1485 ,58.3478 ,11.9424 ,4
45103 ,Uddevalla ,Västra Götaland ,O ,Uddevalla ,1485 ,58.3478 ,11.9424 ,4
45105 ,Uddevalla ,Västra Götaland ,O ,Uddevalla ,1485 ,58.3478 ,11.9424 ,4
45107 ,Uddevalla ,Västra Götaland ,O ,Uddevalla ,1485 ,58.3478 ,11.9424 ,4
45110 ,Uddevalla ,Västra Götaland ,O ,Uddevalla ,1485 ,58.3478 ,11.9424 ,4
45115 ,Uddevalla ,Västra Götaland ,O ,Uddevalla ,1485 ,58.3478 ,11.9424 ,4
